sentence_index;sentence;polaridad
4082;Leigh 's daring here is that without once denying the hardscrabble lives of people on the economic fringes of Margaret Thatcher 's ruinous legacy , he insists on the importance of those moments when people can connect and express their love for each other .;Positivo
4083;Hashiguchi vividly captures the way young Japanese live now , chafing against their culture 's manic mix of millennial brusqueness and undying , traditional politesse .;Positivo
4085;I know that I 'll never listen to Marvin Gaye or the Supremes the same way again;Negativo
4086;The two leads , nearly perfect in their roles , bring a heart and reality that buoy the film , and at times , elevate it to a superior crime movie .;Positivo
4087;Not as good as The Full Monty , but a really strong second effort .;Positivo
4088;Whenever it threatens to get bogged down in earnest dramaturgy , a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle rouses us .;Positivo
4092;The graphic carnage and re-creation of war-torn Croatia is uncomfortably timely , relevant , and sickeningly real .;Negativo
4094;The characters are more deeply thought through than in most ` right-thinking ' films .;Positivo
4096;It 's fun , splashy and entertainingly nasty .;Positivo
4097;A simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances , it has considerable charm .;Positivo
4103;This is pure , exciting moviemaking .;Negativo
4105;The 1960s rebellion was misdirected : you ca n't fight your culture .;Negativo
4106;Works because Reno does n't become smug or sanctimonious towards the audience .;Negativo
4108;A pure participatory event that malnourished intellectuals will gulp down in a frenzy .;Positivo
4113;Sillier , cuter , and shorter than the first -LRB- as best I remember -RRB- , but still a very good time at the cinema .;Positivo
4114;The film is bright and flashy in all the right ways .;Positivo
4115;Elegant and eloquent -LRB- meditation -RRB- on death and that most elusive of passions , love .;Positivo
4117;Filmmaker Tian Zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power .;Positivo
4118;It excels because , unlike so many other Hollywood movies of its ilk , it offers hope .;Positivo
4119;Shot in rich , shadowy black-and-white , Devils chronicles , with increasingly amused irony , the relationship between reluctant captors and befuddled captives .;Positivo
4120;There 's no clear picture of who killed Bob Crane .;Positivo
4121;But here 's a glimpse at his life .;Positivo
4126;The Pinochet Case is a searing album of remembrance from those who , having survived , suffered most .;Positivo
4128;Argento , at only 26 , brings a youthful , out-to-change-the-world aggressiveness to the project , as if she 's cut open a vein and bled the raw film stock .;Positivo
4129;With so many bad romances out there , this is the kind of movie that deserves a chance to shine .;Positivo
4130;Brash , intelligent and erotically perplexing , Haneke 's portrait of an upper class Austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt .;Positivo
4131;Though Jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees .;Positivo
4133;That 's its first sign of trouble .;Positivo
4135;Be patient with the lovely Hush !;Positivo
4136;and your reward will be a thoughtful , emotional movie experience .;Negativo
4140;Unlike most surf movies , Blue Crush thrillingly uses modern technology to take the viewer inside the wave .;Positivo
4141;By the end you ca n't help but feel ` stoked . ';Positivo
4142;The off-center humor is a constant , and the ensemble gives it a buoyant delivery .;Positivo
4143;A tasty slice of droll whimsy .;Positivo
4145;Awesome work : ineffable , elusive , yet inexplicably powerful;Positivo
4146;Sparkling , often hilarious romantic jealousy comedy ... Attal looks so much like a young Robert DeNiro that it seems the film should instead be called ` My Husband Is Travis Bickle ' .;Positivo
4147;Even if you 're an agnostic carnivore , you can enjoy much of Jonah simply , and gratefully , as laugh-out-loud lunacy with a pronounced Monty Pythonesque flavor .;Negativo
4151;The all-French cast is marveilleux .;Positivo
4152;There 's a lot to recommend Read My Lips .;Positivo
4153;A minor film with major pleasures from Portuguese master Manoel de Oliviera ...;Positivo
4154;Brosnan gives a portrayal as solid and as perfect as his outstanding performance as Bond in Die Another Day .;Positivo
4155;Audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching , but otherwise the production is suitably elegant .;Positivo
4156;The movie is ... very funny as you peek at it through the fingers in front of your eyes .;Positivo
4157;Nicks sustains the level of exaggerated , stylized humor throughout by taking your expectations and twisting them just a bit .;Positivo
4158;A refreshing change from the usual whoopee-cushion effort aimed at the youth market .;Positivo
4159;It finds its moviegoing pleasures in the tiny events that could make a person who has lived her life half-asleep suddenly wake up and take notice .;Positivo
4160;... an enjoyably frothy ` date movie ' ...;Positivo
4161;The genius of the work speaks volumes , offering up a hallucinatory dreamscape that frustrates and captivates .;Positivo
4164;If Mostly Martha is mostly unsurprising , it 's still a sweet , even delectable diversion .;Positivo
4165;A wild comedy that could only spring from the demented mind of the writer of Being John Malkovich .;Positivo
4167;A fresh-faced , big-hearted and frequently funny thrill ride for the kiddies , with enough eye candy and cheeky wit to keep parents away from the concession stand . ';Negativo
4168;Mana gives us compelling , damaged characters who we want to help -- or hurt .;Positivo
4169;The sentimental script has problems , but the actors pick up the slack .;Positivo
4171;A case in point : Doug Pray 's Scratch .;Negativo
4172;Abderrahmane Sissako 's Heremakono -LRB- Waiting for Happiness -RRB- is an elegiac portrait of a transit city on the West African coast struggling against foreign influences .;Negativo
4173;In XXX , Diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep .;Negativo
4175;It all plays out ... like a high-end John Hughes comedy , a kind of Elder Bueller 's Time Out .;Negativo
